image,Accuracy,IoU,Precision,Recall,Dice,AUC
10571,0.887969970703125,0.6266463398933411,0.9073038101196289,0.6695099472999573,0.7704764008522034,0.9429057649376273
11098,0.8789215087890625,0.5610929727554321,0.6812626123428345,0.7608190178871155,0.718846321105957,0.9268504584863343
12005,0.85382080078125,0.3099971115589142,0.8331397771835327,0.33051759004592896,0.47327908873558044,0.8075163478796333
12455,0.948333740234375,0.6700448393821716,0.9709121584892273,0.6837708950042725,0.802427351474762,0.9930223032919041
12943,0.94219970703125,0.6923576593399048,0.9292566180229187,0.7308813333511353,0.8182167410850525,0.9804414075247408
13528,0.9196929931640625,0.6030021905899048,0.7884407043457031,0.7194024324417114,0.752341091632843,0.9508793254352383
14225,0.837158203125,0.3930846154689789,0.8565055727958679,0.42079630494117737,0.5643370151519775,0.8411342609517226
15577,0.9227447509765625,0.6355456113815308,0.9485388994216919,0.6582419872283936,0.777166485786438,0.97087659326959
1643,0.9151763916015625,0.7224662899971008,0.9382740259170532,0.7585176825523376,0.8388742208480835,0.9780361711582232
16766,0.942138671875,0.773989737033844,0.895462691783905,0.8508714437484741,0.8725977540016174,0.9774947994725506
1816,0.8456268310546875,0.6231608986854553,0.9363107085227966,0.6507448554039001,0.7678362727165222,0.9427436978362512
2958,0.8918609619140625,0.6026352643966675,0.784067690372467,0.722554624080658,0.7520554065704346,0.933909392453612
3882,0.9350128173828125,0.5812604427337646,0.748354434967041,0.7224734425544739,0.7351862192153931,0.950655285759758
4413,0.8921356201171875,0.6787402033805847,0.7389906048774719,0.8927610516548157,0.8086304664611816,0.9602628666788546
525,0.914337158203125,0.6182510256767273,0.8793036937713623,0.6755833029747009,0.7640978097915649,0.9447020732033972
8256,0.948486328125,0.6458246111869812,0.9183947443962097,0.685141921043396,0.7848036885261536,0.9827767179530265
8284,0.9290618896484375,0.696302592754364,0.7394380569458008,0.9226973652839661,0.820965051651001,0.9798557564173113
8353,0.9180755615234375,0.6401956677436829,0.8649162650108337,0.7113179564476013,0.780633270740509,0.9604805352820652
9284,0.882965087890625,0.7552570104598999,0.9763633608818054,0.7693232893943787,0.860565721988678,0.9748970313942209
9523,0.9343109130859375,0.7448737621307373,0.8871400356292725,0.8228477835655212,0.8537852764129639,0.9674050184713374
