image,Accuracy,IoU,Precision,Recall,Dice,AUC
10011,0.8670187592506409,0.08174010366201401,0.17952606081962585,0.13048569858074188,0.15112707018852234,0.574778779250621
10018,0.8416062593460083,0.062203966081142426,0.15423433482646942,0.0944063812494278,0.11712244898080826,0.5432447435879979
10021,0.7818312644958496,0.13263759016990662,0.19946937263011932,0.28360429406166077,0.23421011865139008,0.6062027697937286
10025,0.8729249835014343,0.05857295170426369,0.11415937542915344,0.10737628489732742,0.11066398024559021,0.550263545111193
10030,0.8649874925613403,0.05672241374850273,0.14751306176185608,0.084383524954319,0.10735537111759186,0.5351393817309441
10039,0.8479937314987183,0.05387847125530243,0.10095488280057907,0.10357463359832764,0.10224797576665878,0.5433372398985572
10042,0.8939499855041504,0.07862728089094162,0.141682967543602,0.15014517307281494,0.14579138159751892,0.5930093235433529
10049,0.8367124795913696,0.08838409930467606,0.17021705210208893,0.15529397130012512,0.16241343319416046,0.5943252940244096
10054,0.8656312227249146,0.05718545988202095,0.13123993575572968,0.09201890975236893,0.1081843450665474,0.5429658849851071
10056,0.8749374747276306,0.07150480151176453,0.20804643630981445,0.098246730864048,0.13346613943576813,0.5866259267907062
10057,0.8326687216758728,0.08515291661024094,0.14300470054149628,0.17388877272605896,0.15694177150726318,0.6042793723654235
10067,0.8827499747276306,0.06190619245171547,0.15692736208438873,0.09275492280721664,0.11659446358680725,0.5841679312451064
10077,0.8663125038146973,0.05295315757393837,0.1717897206544876,0.07110582292079926,0.10058026760816574,0.5269200634508935
10092,0.8411687612533569,0.08150209486484528,0.2511415481567383,0.10766806453466415,0.15072017908096313,0.6029217257713013
10101,0.900168776512146,0.04967872425913811,0.15437234938144684,0.06825241446495056,0.0946551039814949,0.5633052409093868
10106,0.8664000034332275,0.04503216594457626,0.15476739406585693,0.05971917882561684,0.08618330955505371,0.5310259903332559
10110,0.8707000017166138,0.07490050792694092,0.1635422706604004,0.1214120015501976,0.13936267793178558,0.5710880709271458
10116,0.8372374773025513,0.11122487485408783,0.2062266618013382,0.1944858878850937,0.20018427073955536,0.619780994003419
10123,0.7671999931335449,0.12347334623336792,0.163005992770195,0.3373625576496124,0.2198064625263214,0.616832598373786
10127,0.8784000277519226,0.06510979682207108,0.16020335257053375,0.0988473892211914,0.12225931882858276,0.5861041918086511
10129,0.8657875061035156,0.05691699683666229,0.18472063541412354,0.07601173222064972,0.1077038124203682,0.5449094058070465
10132,0.8662437796592712,0.0891641154885292,0.16029074788093567,0.1673189103603363,0.16372942924499512,0.6079520943291934
10136,0.8663874864578247,0.07773943245410919,0.12821972370147705,0.16489751636981964,0.1442638635635376,0.5757300668265128
10149,0.8475437760353088,0.07194490730762482,0.10531885176897049,0.18502935767173767,0.13423247635364532,0.5399765798056326
10155,0.8558562397956848,0.060608528554439545,0.17117220163345337,0.0857834666967392,0.11429010331630707,0.6094663783005163
10175,0.8347812294960022,0.08042578399181366,0.1382857859134674,0.16122733056545258,0.14887794852256775,0.5884014906133023
10181,0.899706244468689,0.03203039988875389,0.14017951488494873,0.03986187279224396,0.062072593718767166,0.5418995101198979
10184,0.8759250044822693,0.06128239259123802,0.11481218785047531,0.11617066711187363,0.11548743396997452,0.5302135168911015
10185,0.8764625191688538,0.05723552405834198,0.10116337984800339,0.11645963042974472,0.1082739308476448,0.5316963435777462
10186,0.8844000101089478,0.07371795177459717,0.20584534108638763,0.10301630944013596,0.13731342554092407,0.587454883043514
10189,0.8862687349319458,0.07643505930900574,0.2274237424135208,0.10324261337518692,0.14201518893241882,0.6012790148824498
10205,0.8019624948501587,0.09460810571908951,0.13780903816223145,0.23183026909828186,0.17286206781864166,0.564297817639836
10211,0.8698124885559082,0.07422222197055817,0.22040385007858276,0.10064484924077988,0.13818784058094025,0.6073897041570068
10214,0.88628751039505,0.038016177713871,0.11283741146326065,0.05422322824597359,0.0732477605342865,0.5050313672349346
10216,0.8782437443733215,0.043172888457775116,0.17569458484649658,0.05413895100355148,0.08277225494384766,0.5536303341412121
10232,0.8732062578201294,0.06987299770116806,0.1435028314590454,0.11985843628644943,0.13061924278736115,0.5547815411764578
10243,0.7958999872207642,0.09545177221298218,0.1417815238237381,0.22607098519802094,0.17426924407482147,0.5614744585560993
10244,0.8702062368392944,0.07496659457683563,0.21177802979946136,0.10397874563932419,0.13947705924510956,0.5656854534196749
10245,0.8850499987602234,0.06715358048677444,0.14166487753391266,0.1132204532623291,0.12585552036762238,0.534285015781821
10254,0.8442875146865845,0.09192302078008652,0.19397015869617462,0.14873790740966797,0.16836905479431152,0.5710076014451371
10262,0.8234687447547913,0.0823884829878807,0.18618309497833252,0.12875710427761078,0.15223459899425507,0.5391013922802328
10263,0.8836874961853027,0.03072916716337204,0.13207969069480896,0.038504209369421005,0.05962607264518738,0.5337692906221143
10267,0.8632562756538391,0.051789894700050354,0.1030261218547821,0.09431728720664978,0.09847953915596008,0.5249690810555754
10275,0.8147812485694885,0.11046075075864792,0.18651799857616425,0.21314798295497894,0.1989458054304123,0.5979247585675038
10277,0.8854187726974487,0.05849424749612808,0.18022151291370392,0.07970050722360611,0.11052350699901581,0.6107376856155052
10287,0.8380062580108643,0.11096247285604477,0.17399956285953522,0.23447126150131226,0.19975917041301727,0.5951759019433549
10295,0.8778937458992004,0.07617741823196411,0.21682368218898773,0.10509491711854935,0.14157037436962128,0.5716346994104433
10304,0.9158587455749512,0.07450606673955917,0.20964500308036804,0.10360807925462723,0.13867966830730438,0.6499010270163945
10306,0.8209617137908936,0.059351906180381775,0.07309900224208832,0.2398897111415863,0.11205323785543442,0.5867982465167378
10334,0.8916313052177429,0.07908046245574951,0.12909036874771118,0.1695249378681183,0.146570086479187,0.6349578748759124
10337,0.8818819522857666,0.099859818816185,0.17369477450847626,0.19022934138774872,0.18158644437789917,0.6317283294112407
10341,0.8797502517700195,0.08157024532556534,0.15719063580036163,0.14497649669647217,0.15083670616149902,0.625382490788774
10344,0.9041832685470581,0.07731582969427109,0.1569373905658722,0.13224023580551147,0.14353418350219727,0.5962012695466172
10355,0.9166486263275146,0.06957361847162247,0.14849187433719635,0.11575562506914139,0.13009598851203918,0.6333727888834382
10359,0.872251570224762,0.08848054707050323,0.1481577306985855,0.18010371923446655,0.16257625818252563,0.6168451946818101
10372,0.887973964214325,0.06273764371871948,0.11674528568983078,0.11942099034786224,0.11806797981262207,0.591879745015053
10374,0.8403847813606262,0.08435754477977753,0.13116493821144104,0.19119302928447723,0.15558990836143494,0.5705326202022007
10376,0.8891100883483887,0.06453674286603928,0.12217038124799728,0.12034042924642563,0.12124849855899811,0.5682936323134994
10380,0.8309275507926941,0.08050373941659927,0.11067961156368256,0.22796200215816498,0.149011492729187,0.6047340380877136
10386,0.8565940856933594,0.06047072261571884,0.08715642988681793,0.16492652893066406,0.11404505372047424,0.6114395093945479
10406,0.8649368286132812,0.08810637146234512,0.13318608701229095,0.2065422087907791,0.1619444042444229,0.578477714004695
10409,0.8799991607666016,0.06798890978097916,0.13195237517356873,0.12300440669059753,0.12732137739658356,0.6266289323905746
10413,0.8839486837387085,0.07686349004507065,0.1352415531873703,0.15115098655223846,0.14275437593460083,0.6422819488143269
10424,0.8715157508850098,0.10735227912664413,0.18347680568695068,0.20555634796619415,0.1938900202512741,0.6799498878610567
10429,0.832128643989563,0.06157754734158516,0.0873594805598259,0.17263014614582062,0.11601139605045319,0.5596303260683669
10437,0.8755518794059753,0.09097375720739365,0.19749484956264496,0.14432601630687714,0.16677534580230713,0.6495760305121503
10440,0.8707258701324463,0.06707793474197388,0.10794169455766678,0.15051691234111786,0.12572264671325684,0.6265665339922593
10446,0.9009803533554077,0.06954753398895264,0.16355811059474945,0.10793750733137131,0.130050390958786,0.6342382752676615
10448,0.8931029438972473,0.07776325941085815,0.1352931559085846,0.15460282564163208,0.14430488646030426,0.6700055674595542
10457,0.9054925441741943,0.07025761157274246,0.1299724280834198,0.1326366513967514,0.13129103183746338,0.6217634225710675
10471,0.8175857067108154,0.08846112340688705,0.11931154876947403,0.25490808486938477,0.16254346072673798,0.6043408479043746
10487,0.8717321753501892,0.06808175891637802,0.1341387927532196,0.12145862728357315,0.12748417258262634,0.588323574512541
10492,0.8343252539634705,0.10104509443044662,0.15457157790660858,0.2258826643228531,0.18354396522045135,0.6358057323975709
10495,0.8627834916114807,0.10076584666967392,0.16266025602817535,0.20937085151672363,0.1830831617116928,0.6287979744747552
10500,0.8614742159843445,0.08478695899248123,0.1408216506242752,0.1756516546010971,0.1563200205564499,0.5941962232278166
