statistic,Accuracy,IoU,Precision,Recall,Dice,AUC
mean,0.12741169296205043,0.12728670686483384,0.12729113772511483,0.9997369766235351,0.22562875375151634,0.4979040813787751
std,0.012271837365699236,0.012265255977531026,0.012266426844819437,0.0009606029968372836,0.01932184541437736,0.022465461154740886
min,0.10387257486581802,0.10382527858018875,0.103827103972435,0.9956827163696289,0.1881190538406372,0.470601308867343
50%,0.12765785306692123,0.12765785306692123,0.127658411860466,1.0,0.22640693187713623,0.49388967794987715
max,0.14982207119464874,0.14982207119464874,0.14982207119464874,1.0,0.2606004476547241,0.5442279071209399
