image,Accuracy,IoU,Precision,Recall,Dice,AUC
03_test,0.14568926393985748,0.14568926393985748,0.14568926393985748,1.0,0.2543259561061859,0.5079265221582903
11_test,0.12963645160198212,0.12963645160198212,0.12963645160198212,1.0,0.22951890528202057,0.5442279071209399
01_test,0.1310829520225525,0.1310829520225525,0.1310829520225525,1.0,0.23178309202194214,0.5150174707662939
09_test,0.11745585501194,0.11745585501194,0.11745585501194,1.0,0.2102201282978058,0.49465224561259047
07_test,0.1329922080039978,0.132477805018425,0.132477805018425,1.0,0.23396097123622894,0.49312711028716383
10_test,0.11943764984607697,0.11943764984607697,0.11943764984607697,1.0,0.21338866651058197,0.5210528252548546
13_test,0.14176703989505768,0.14176703989505768,0.14176703989505768,1.0,0.24832917749881744,0.4985637162806972
12_test,0.12517300248146057,0.12517300248146057,0.12517300248146057,1.0,0.22249555587768555,0.47338725175151364
19_test,0.1204461082816124,0.12034552544355392,0.12034817785024643,0.9998173117637634,0.21483644843101501,0.5060146184924635
20_test,0.10703093558549881,0.1066422164440155,0.10664737969636917,0.9995466470718384,0.19273115694522858,0.47169353865410024
14_test,0.11791245639324188,0.11791245639324188,0.11791245639324188,1.0,0.21095114946365356,0.47097450765688864
05_test,0.1357002556324005,0.1357002556324005,0.1357002556324005,1.0,0.23897196352481842,0.4811956878904833
08_test,0.12567925453186035,0.12567925453186035,0.1256803721189499,0.9999293684959412,0.2232949584722519,0.48717778015261515
06_test,0.141121506690979,0.141121506690979,0.141121506690979,1.0,0.24733825027942657,0.5311434106000357
15_test,0.10387257486581802,0.10382527858018875,0.103827103972435,0.9998306035995483,0.1881190538406372,0.5209463763882445
02_test,0.14982207119464874,0.14982207119464874,0.14982207119464874,1.0,0.2606004476547241,0.4768542790339965
16_test,0.13085544109344482,0.13083253800868988,0.1308336853981018,0.9999328851699829,0.2313915491104126,0.470601308867343
17_test,0.12335535138845444,0.12330489605665207,0.12330489605665207,1.0,0.21953949332237244,0.5245216800406389
04_test,0.13434134423732758,0.13296598196029663,0.13304269313812256,0.9956827163696289,0.23472194373607635,0.4769194868100677
18_test,0.11486213654279709,0.11486213654279709,0.11486213654279709,1.0,0.20605620741844177,0.4920839037562821
