statistic,Accuracy,IoU,Precision,Recall,Dice,AUC
mean,0.7274688720703125,0.05505260117352009,0.23098254054784775,0.07833092454820871,0.1027231428772211,0.4631966698738529
std,0.07409584258610626,0.032216913091015285,0.09335448978950958,0.060672039498175574,0.056444591813437466,0.040965809260427886
min,0.5299530029296875,0.019278327003121376,0.10398807376623154,0.0208815298974514,0.03782740607857704,0.36597025659231985
50%,0.739501953125,0.04229307174682617,0.22351600974798203,0.04824194684624672,0.08114554733037949,0.4646989148677704
max,0.84271240234375,0.1328885853290558,0.497943252325058,0.2109188586473465,0.23460133373737335,0.5105831860783634
