image,Accuracy,IoU,Precision,Recall,Dice,AUC
10011,0.9103000164031982,0.011297877877950668,0.9939393997192383,0.011298656463623047,0.02234332449734211,0.7450063375627989
10018,0.8887374997138977,0.00022464337234850973,1.0,0.00022464337234850973,0.00044918584171682596,0.6299297172586908
10021,0.8861687779426575,0.03312629461288452,0.9765258431434631,0.03315269201993942,0.06412825733423233,0.7259987461047716
10025,0.9277374744415283,0.019088827073574066,0.9740259647369385,0.019098548218607903,0.03746253624558449,0.6152758898366253
10030,0.913406252861023,0.10346835851669312,0.9638336300849915,0.10387163609266281,0.18753299117088318,0.7050454231528369
10039,0.9177250266075134,0.016657952219247818,0.9369747638702393,0.016676638275384903,0.03277002274990082,0.6348247302113501
10042,0.9438312649726868,0.10630469024181366,0.7218095660209656,0.1108461245894432,0.19217976927757263,0.6321757705552884
10049,0.9024937748908997,0.04388061538338661,0.9916897416114807,0.04389675706624985,0.08407209813594818,0.7241846613991569
10054,0.9281874895095825,0.1992473304271698,0.9413895010948181,0.20175005495548248,0.3322873115539551,0.7106910750352395
10056,0.9078750014305115,0.06156490743160248,0.9777553081512451,0.061651259660720825,0.11598896235227585,0.6682642056367527
10057,0.9142812490463257,0.050470784306526184,0.8657957315444946,0.050868745893239975,0.09609173983335495,0.6723475398041514
10067,0.9228000044822693,0.07600239664316177,0.9797492623329163,0.0761219784617424,0.1412680745124817,0.6560847845120752
10077,0.9125375151634216,0.1837853640317917,0.9065017104148865,0.1873365044593811,0.3105045258998871,0.6985733863347551
10092,0.8897749781608582,0.172057643532753,0.9112381935119629,0.1749904453754425,0.29359930753707886,0.752521726439344
10101,0.9260687232017517,0.044893015176057816,0.7864214777946472,0.04544711485505104,0.08592844754457474,0.6609795967963707
10106,0.8945124745368958,5.924521610722877e-05,0.9999998807907104,5.924521610722877e-05,0.00011848341091535985,0.5887686246867165
10110,0.9160062670707703,0.02735760249197483,0.9473684430122375,0.027399245649576187,0.05325818806886673,0.7274761045443925
10116,0.9086562395095825,0.1308872550725937,0.9738938212394714,0.13134808838367462,0.23147709667682648,0.7295393902184957
10123,0.9186124801635742,0.16946233808994293,0.9547251462936401,0.1708352118730545,0.2898123860359192,0.7348703901744851
10127,0.9156374931335449,0.01531952153891325,1.0,0.01531952153891325,0.03017674945294857,0.6651631598856642
10129,0.8938312530517578,0.0036950146313756704,1.0,0.0036950146313756704,0.0073628234677016735,0.5730416192524712
10132,0.9234937429428101,0.022518565878272057,0.9929577708244324,0.02252216264605522,0.04404529556632042,0.6778913786530801
10136,0.945368766784668,0.26780030131340027,0.7599239349365234,0.2925512492656708,0.4224644899368286,0.7985793779958893
10149,0.9362499713897705,0.008457276038825512,0.5649350881576538,0.008512720465660095,0.01677270047366619,0.6638399861871777
10155,0.9005749821662903,0.08469504863023758,0.9774236679077148,0.08486106246709824,0.1561637967824936,0.7459728181415863
10175,0.9104812741279602,0.0011854951735585928,1.0,0.0011854951735585928,0.0023681828752160072,0.5535057053346946
10181,0.9190999865531921,0.028738651424646378,0.9845758080482483,0.028751594945788383,0.0558716282248497,0.7206594164458033
10184,0.9413750171661377,0.27354398369789124,0.6679273843765259,0.3166009187698364,0.4295791685581207,0.7559587736627843
10185,0.9347875118255615,0.025588344782590866,0.4041298031806946,0.02659161575138569,0.049899835139513016,0.5836095146100653
10186,0.911899983882904,0.013644951395690441,0.989847719669342,0.013646861538290977,0.026922546327114105,0.7070369529127345
10189,0.9186187386512756,0.10839495807886124,0.9893749952316284,0.10852128267288208,0.19558905065059662,0.7632711826193948
10205,0.9192437529563904,0.0976325199007988,0.9742160439491272,0.09788545221090317,0.17789654433727264,0.745197150839229
10211,0.8989812731742859,0.026207976043224335,0.9886363744735718,0.026215873658657074,0.05107732117176056,0.6781590801403637
10214,0.9205062389373779,0.0464087575674057,0.8880918025970459,0.04668175056576729,0.08870100975036621,0.6813204902587784
10216,0.9148687720298767,0.17222729325294495,0.9282673001289368,0.1745503842830658,0.2938462197780609,0.7259020692850212
10232,0.9251750111579895,0.060577526688575745,0.9637952446937561,0.0607156902551651,0.11423498392105103,0.680884726086403
10243,0.9050624966621399,0.034022256731987,0.5260570049285889,0.03509807959198952,0.06580565869808197,0.6465821897279156
10244,0.9006375074386597,0.017914503812789917,0.9931507110595703,0.017916718497872353,0.03519844636321068,0.6897181601701984
10245,0.9356062412261963,0.12007857114076614,0.9894440770149231,0.12023259699344635,0.21441097557544708,0.7871554834978025
10254,0.8947374820709229,0.008302420377731323,0.8392857313156128,0.00831564050167799,0.016468115150928497,0.6820531137051458
10262,0.883118748664856,0.05244223773479462,0.9627906680107117,0.052548740059137344,0.09965817630290985,0.6950606395915603
10263,0.9071124792098999,0.034307993948459625,0.8873949646949768,0.03445800393819809,0.06633999198675156,0.6556152998834552
10267,0.9238937497138977,0.04291440546512604,0.9115191698074341,0.04309392347931862,0.08229708671569824,0.6051049301079339
10275,0.8977937698364258,0.053919583559036255,0.9789915680885315,0.053982045501470566,0.10232200473546982,0.732774434072786
10277,0.9106812477111816,0.0,0.0,0.0,0.0,0.6236527306012836
10287,0.9127625226974487,0.0886654481291771,0.4720194637775421,0.0984271913766861,0.1628883332014084,0.747780090298126
10295,0.9044125080108643,0.002348336623981595,0.9729729890823364,0.0023484898265451193,0.004685669671744108,0.6802418127461609
10304,0.8738097548484802,0.28114405274391174,0.309388130903244,0.7548825144767761,0.4388953149318695,0.9055621731462016
10306,0.7267897129058838,0.13548585772514343,0.1373433768749237,0.9092371463775635,0.2386394441127777,0.897728111120973
10334,0.9010452628135681,0.32464367151260376,0.3417288661003113,0.8665484189987183,0.4901600182056427,0.9565974804107921
10337,0.9260517954826355,0.4055323600769043,0.47610294818878174,0.7323279976844788,0.5770516395568848,0.939514771329311
10341,0.8799341917037964,0.3159484565258026,0.35252442955970764,0.7527908086776733,0.4801836311817169,0.9149435192656915
10344,0.8529691696166992,0.2700510323047638,0.27879762649536133,0.8959187269210815,0.42526012659072876,0.9513304355759175
10355,0.9063906669616699,0.3069774806499481,0.33794867992401123,0.770096480846405,0.46975177526474,0.8956559957604369
10359,0.9127748608589172,0.4120779037475586,0.4346822500228882,0.8879459500312805,0.5836475491523743,0.9651992746251488
10372,0.9374783635139465,0.4292769730091095,0.5014422535896301,0.7489229440689087,0.6006910800933838,0.9540651223668927
10374,0.9030362963676453,0.4082023501396179,0.4348223805427551,0.8695835471153259,0.579749584197998,0.9554778241530395
10376,0.9001904726028442,0.32867538928985596,0.3647524416446686,0.7686808705329895,0.4947414696216583,0.9311859541670938
10380,0.9188668727874756,0.394883394241333,0.43366125226020813,0.8153641223907471,0.566188395023346,0.9555230110108267
10386,0.7986496090888977,0.19841474294662476,0.20337337255477905,0.8905645608901978,0.33112868666648865,0.9323426239511109
10406,0.8764932751655579,0.29534509778022766,0.3159215450286865,0.8193183541297913,0.4560099244117737,0.9230282646449097
10409,0.8806700110435486,0.34559696912765503,0.36176159977912903,0.8855100870132446,0.5136708617210388,0.9556622867010139
10413,0.9648004770278931,0.5756587386131287,0.7151191234588623,0.7469533085823059,0.7306896448135376,0.9656113310570343
10424,0.9094745516777039,0.42671144008636475,0.44885748624801636,0.8963581323623657,0.5981748104095459,0.9637264614867058
10429,0.9348273277282715,0.42964014410972595,0.4931521713733673,0.7693742513656616,0.6010465621948242,0.9370287095962201
10437,0.9064231514930725,0.4437154233455658,0.4767433702945709,0.8649529814720154,0.6146854162216187,0.9559020590474424
10440,0.9177848100662231,0.38402917981147766,0.4168059825897217,0.8300333023071289,0.5549437403678894,0.9528395161811449
10446,0.9347732067108154,0.4250834584236145,0.5179547071456909,0.7033296227455139,0.5965734124183655,0.9385923939872234
10448,0.8519520163536072,0.25608959794044495,0.2658913731575012,0.8741648197174072,0.40775689482688904,0.9389591170497348
10457,0.9431483745574951,0.4309541881084442,0.48312288522720337,0.7996382713317871,0.6023312211036682,0.9517849113530858
10471,0.9100913405418396,0.39469659328460693,0.4257091283798218,0.8441882133483887,0.5659963488578796,0.9554444686550175
10487,0.9409301280975342,0.4886661767959595,0.595344066619873,0.7316970825195312,0.6565154194831848,0.9378797144524098
10492,0.8743940591812134,0.37005481123924255,0.3868497312068939,0.8949993252754211,0.5402044057846069,0.9535101110812358
10495,0.8849225044250488,0.35995426774024963,0.3783048689365387,0.8812435269355774,0.5293623208999634,0.9559374359276195
10500,0.9196676015853882,0.43341219425201416,0.4720698297023773,0.8410841226577759,0.6047279238700867,0.9618951258869658
