statistic,Accuracy,IoU,Precision,Recall,Dice,AUC
mean,0.9069875319798787,0.17909748041134055,0.7036205673217774,0.3507708421635228,0.27244129513972437,0.7824162478795867
std,0.03223447141214418,0.16515287217201816,0.28778641478744,0.3736745473402491,0.227847958093096,0.13308050145420577
min,0.7267897129058838,0.0,0.0,0.0,0.0,0.5535057053346946
50%,0.911899983882904,0.10839495807886124,0.8392857313156128,0.1108461245894432,0.19558905065059662,0.7348703901744851
max,0.9648004770278931,0.5756587386131287,1.0,0.9092371463775635,0.7306896448135376,0.9656113310570343
