image,Accuracy,IoU,Precision,Recall,Dice,AUC,run_name,num_samples,run,rep,wandb_group,model_class,model_type,stage,experiment,is_mock,weights
104,0.981922209262848,0.5877881646156311,0.7263619303703308,0.7549625635147095,0.7403861284255981,0.9783048001972068,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
116,0.9658111333847046,0.535055935382843,0.565474271774292,0.9086476564407348,0.6971158385276794,0.9859932034840764,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
118,0.9737333059310912,0.563434898853302,0.7434210777282715,0.6994497776031494,0.7207654118537903,0.9698689922828504,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
17,0.971577763557434,0.5571329593658447,0.6862870454788208,0.7475029230117798,0.7155881524085999,0.9745359548716888,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
20,0.9707666635513306,0.6680963635444641,0.7746087312698364,0.829314112663269,0.8010284900665283,0.9882671704137048,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
21,0.9742444157600404,0.6145660281181335,0.6664262413978577,0.8876080513000488,0.7612770199775696,0.9905997100831516,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
31,0.974399983882904,0.5594646334648132,0.6241467595100403,0.8437139391899109,0.7175085544586182,0.9899554546721546,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
33,0.9850999712944032,0.6826786398887634,0.747215747833252,0.8876923322677612,0.8114189505577087,0.9955334143205496,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
34,0.977999985218048,0.562527596950531,0.6086540818214417,0.8812738060951233,0.7200226187705994,0.9919889254261438,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
39,0.9488222002983092,0.3519977629184723,0.4045924842357635,0.7302977442741394,0.5207076072692871,0.9629853773597692,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
54,0.9820333123207092,0.5627366304397583,0.731201708316803,0.70951247215271,0.7201938033103943,0.9902416854429066,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
59,0.9704777598381042,0.5744714736938477,0.7417287230491638,0.7181181311607361,0.7297324538230896,0.9834551615317452,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
64,0.9791777729988098,0.6530914306640625,0.89180988073349,0.7092882990837097,0.7901455760002136,0.9768781421300106,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
65,0.974844455718994,0.5690081715583801,0.8520524501800537,0.6313899159431458,0.7253093719482422,0.9884304738100784,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
74,0.971044421195984,0.6370978951454163,0.7597143650054932,0.7978723645210266,0.7783259749412537,0.977735907315144,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
8,0.9610888957977296,0.2762967646121979,0.6762771606445312,0.3184091448783874,0.4329663217067718,0.9541485041960563,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
85,0.9710999727249146,0.6197924017906189,0.8550111055374146,0.6925840973854065,0.7652738690376282,0.982245024955311,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
9,0.9759222269058228,0.6034766435623169,0.7889952063560486,0.7196159958839417,0.7527102828025818,0.9868826793540756,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
90,0.9686111211776732,0.4479187130928039,0.7686116695404053,0.5177320837974548,0.618707001209259,0.9601757306611252,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:14,14,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:14,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
1,0.9814333319664,0.5816224217414856,0.916009485721588,0.6143877506256104,0.7354757189750671,0.9911320863140076,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
101,0.9793444275856018,0.6282743215560913,0.7740823030471802,0.7693437933921814,0.7717057466506958,0.9924104613102044,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
104,0.982777774333954,0.5954058766365051,0.750575840473175,0.7422714233398438,0.7464005351066589,0.9926258486558984,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
116,0.969444453716278,0.5402875542640686,0.6078615784645081,0.8293558955192566,0.7015411257743835,0.9876777099150196,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
118,0.9687777757644652,0.4094157218933105,0.8310580253601074,0.4465841352939605,0.5809722542762756,0.9532146347143348,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
17,0.9634110927581788,0.2618246972560882,0.8821752071380615,0.271312415599823,0.4149937927722931,0.9510839478177984,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
20,0.974477767944336,0.6890904307365417,0.835548996925354,0.7972126603126526,0.8159307837486267,0.9911771250888016,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
21,0.9779777526855468,0.5968266725540161,0.7959848046302795,0.7046109437942505,0.7475159168243408,0.984258580601329,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
31,0.9779777526855468,0.5800847411155701,0.6862155199050903,0.7895040512084961,0.7342451214790344,0.9895054408071184,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
33,0.9806777834892272,0.5271887183189392,0.8191803693771362,0.5966153740882874,0.6904041171073914,0.9724676905342496,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
34,0.9805999994277954,0.52006596326828,0.7163953185081482,0.6548978686332703,0.6842676401138306,0.9776834185118942,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
39,0.9526666402816772,0.3964295983314514,0.4351477324962616,0.8166958689689636,0.5677759647369385,0.97372198188037,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
54,0.9853000044822692,0.6210255026817322,0.7953044772148132,0.7391749024391174,0.7662131190299988,0.9948018035074164,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
59,0.9700666666030884,0.5108932256698608,0.8458070158958435,0.5633633732795715,0.6762797236442566,0.983191823080065,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
64,0.9757999777793884,0.6269909143447876,0.8088819980621338,0.7360273599624634,0.770736813545227,0.98977828452218,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
65,0.9714444279670716,0.5157339572906494,0.8268882036209106,0.5781580209732056,0.6805071830749512,0.9523860386568692,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
74,0.9550333619117736,0.5613483786582947,0.5972782969474792,0.9032089114189148,0.7190558910369873,0.9834500395052588,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
8,0.9623777866363524,0.2185552716255188,0.8760406970977783,0.2255298942327499,0.3587121069431305,0.9296276891138288,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
85,0.971733331680298,0.6355301141738892,0.8379297256469727,0.7245997786521912,0.7771548628807068,0.9861853299263326,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
9,0.9791444540023804,0.6191152334213257,0.898409903049469,0.6657211184501648,0.764757513999939,0.98226336762009,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
90,0.9711333513259888,0.4853407144546509,0.797785758972168,0.5534221529960632,0.6535075902938843,0.9566298418064416,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:16,16,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:16,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
1,0.9850777983665466,0.6951192021369934,0.830710768699646,0.8098386526107788,0.8201419711112976,0.9884030486827398,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
101,0.972000002861023,0.5943335294723511,0.6343642473220825,0.9040156602859496,0.7455573678016663,0.9912077100430964,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
104,0.984577775001526,0.6289762258529663,0.7788811922073364,0.7657012939453125,0.7722349762916565,0.9934267327428342,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
116,0.9568222165107728,0.4851616322994232,0.5007520914077759,0.9396972060203552,0.6533452272415161,0.9869787943461537,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
118,0.9697889089584352,0.4258868098258972,0.8435800671577454,0.4624025821685791,0.5973641276359558,0.9647808462262576,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
17,0.9716777801513672,0.4648330807685852,0.828592836856842,0.5142857432365417,0.6346567273139954,0.9533695420222938,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
20,0.9740999937057496,0.7019181847572327,0.7928643822669983,0.8595364689826965,0.824855387210846,0.9921841078271244,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
21,0.9828888773918152,0.6963123679161072,0.7956286668777466,0.8479827046394348,0.8209718465805054,0.9949254031737308,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
31,0.9790889024734496,0.6049538254737854,0.6898037195205688,0.831026554107666,0.753858208656311,0.9911512890591614,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
33,0.9836666584014891,0.6601155996322632,0.7264630794525146,0.8784615397453308,0.7952646017074585,0.9947343772999336,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
34,0.9816111326217652,0.5979105830192566,0.6672993302345276,0.8518518805503845,0.7483655214309692,0.9932926594464988,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
39,0.9317333102226256,0.3464525043964386,0.3527946174144745,0.9506713151931764,0.5146152377128601,0.9743118807714528,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
54,0.984844446182251,0.6200557351112366,0.7721123695373535,0.758949875831604,0.7654745578765869,0.9938606089950104,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
59,0.9741111397743224,0.6088635325431824,0.7903682589530945,0.7261261343955994,0.7568864822387695,0.9889908778256522,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
64,0.975422203540802,0.624193012714386,0.8011338710784912,0.7386409044265747,0.7686192393302917,0.9891721109910788,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
65,0.9753222465515136,0.6004676818847656,0.8018255829811096,0.7051119804382324,0.7503653168678284,0.9890751969301346,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
74,0.9621333479881288,0.593123197555542,0.6528252363204956,0.8664109110832214,0.7446042895317078,0.986568880558617,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
8,0.9681666493415833,0.4027517139911651,0.7636363506317139,0.4601095616817474,0.574230968952179,0.9603376290677922,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
85,0.9737111330032348,0.6767759323120117,0.8052665591239929,0.8092126846313477,0.8072348237037659,0.9895152282395429,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
9,0.9796555638313292,0.6578848958015442,0.8207459449768066,0.7682740688323975,0.7936436533927917,0.9926370561358758,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
90,0.971400022506714,0.491304337978363,0.7970503568649292,0.5615540742874146,0.6588921546936035,0.9728184196616444,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:18,18,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:18,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
1,0.971044421195984,0.4256116449832916,0.7186453342437744,0.5107114315032959,0.597093403339386,0.9555425827893744,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
101,0.9715222120285034,0.5090978741645813,0.7003952860832214,0.6508325338363647,0.674704909324646,0.9570413319453448,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
104,0.9781444668769836,0.557977557182312,0.6432642340660095,0.8080052137374878,0.716284453868866,0.986469333120241,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
116,0.9708333611488342,0.5608899593353271,0.6170408725738525,0.860405445098877,0.718679666519165,0.9882795769325704,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
118,0.9599555730819702,0.1975061297416687,0.873031497001648,0.2033470869064331,0.3298624157905578,0.8860893045643574,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
17,0.9589999914169312,0.2045699506998062,0.7396726608276367,0.2204413414001464,0.3396564126014709,0.883477423341661,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
20,0.968833327293396,0.6556591987609863,0.7521475553512573,0.8363608121871948,0.7920219302177429,0.9853019933343048,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
21,0.9727333188056946,0.5922233462333679,0.6578072905540466,0.8559077978134155,0.7438948154449463,0.9832989618318676,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
31,0.979099988937378,0.5206422209739685,0.8175269961357117,0.5891003608703613,0.6847662329673767,0.9852886060218884,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
33,0.9738777875900269,0.5033798217773438,0.6162399649620056,0.7332307696342468,0.669664204120636,0.9854897255597428,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
34,0.975077748298645,0.498882919549942,0.5845549702644348,0.7729318141937256,0.6656729578971863,0.9887220614779298,resnet18_unet_weights_id:imagenet_run:5_rep:3_ns:2,2,5,3,resnet18_unet | lr:1e-2 | weights_id:imagenet | n_samples:2,resnet18_unet,IN-UNet18,finetune,multi_finetune_on_dca1_unet18_imagenet_weights_lr_e-2_ignore_class_weights,False,
