image,Accuracy,IoU,Precision,Recall,Dice,AUC,run_name,num_samples,run,rep,wandb_group,model_class,model_type,stage,experiment,is_mock,weights
85,0.9722333550453186,0.669837474822998,0.7779653072357178,0.8281607031822205,0.8022786378860474,0.9896542775965456,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:10,10,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:10,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
9,0.97816663980484,0.6295248866081238,0.8224138021469116,0.72856205701828,0.7726483941078186,0.9856917499558474,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:10,10,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:10,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
90,0.9663666486740112,0.4063541889190674,0.7551020383834839,0.4680370390415191,0.5778831243515015,0.9121639542117376,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:10,10,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:10,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
1,0.9806777834892272,0.5780150294303894,0.8750918507575989,0.6299920678138733,0.7325849533081055,0.983680223060766,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
101,0.9794111251831056,0.6480531692504883,0.7428695559501648,0.8354554176330566,0.7864469289779663,0.992544676350392,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
104,0.9828222393989564,0.5758573412895203,0.7858480215072632,0.6830458641052246,0.73084956407547,0.987705241158791,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
116,0.9760555624961852,0.5986964702606201,0.6857935190200806,0.8249936103820801,0.7489807605743408,0.9898767369851132,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
118,0.9691666960716248,0.3889011144638061,0.9079691767692566,0.4048601686954498,0.560012698173523,0.9471078432585072,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
17,0.9717666506767272,0.4746743738651275,0.8118811845779419,0.5333333611488342,0.6437684297561646,0.9612430073189232,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
20,0.9737666845321656,0.7018563151359558,0.7838104367256165,0.8703413605690002,0.824812650680542,0.9909828058635004,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
21,0.979888916015625,0.6590694785118103,0.7534453272819519,0.8402978181838989,0.7945050001144409,0.9934218251981002,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
31,0.9756333231925964,0.5880143046379089,0.6278836727142334,0.90253746509552,0.7405654788017273,0.9928963682242266,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
33,0.9812889099121094,0.6294013857841492,0.688493013381958,0.8799999952316284,0.7725553512573242,0.9939434307248948,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
34,0.975433349609375,0.5174596309661865,0.5834153294563293,0.8206992149353027,0.6820077896118164,0.990008794634207,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
39,0.9523666501045228,0.4041695594787597,0.4355249404907226,0.8488032817840576,0.575670599937439,0.9761404103897644,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
54,0.982022225856781,0.5264852046966553,0.7879982590675354,0.6133651733398438,0.6898006200790405,0.9903545208615046,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
59,0.9705333113670348,0.5201736688613892,0.8438509106636047,0.575575590133667,0.6843608617782593,0.985931729035076,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
64,0.973900020122528,0.5896943211555481,0.8180276155471802,0.6787294149398804,0.7418965101242065,0.981211053624024,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
65,0.9715444445610046,0.4806327223777771,0.9232566952705384,0.500633716583252,0.6492261290550232,0.9911082194421256,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
74,0.9673555493354796,0.6240562796592712,0.7009198069572449,0.8505406379699707,0.7685155868530273,0.979155499876978,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
8,0.9669666886329652,0.3363839387893677,0.8428411483764648,0.3588949739933014,0.5034241080284119,0.9697809692997996,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
85,0.972677767276764,0.6357036828994751,0.8723317980766296,0.700914740562439,0.7772846817970276,0.986959101370288,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
9,0.9783666729927064,0.6311801671981812,0.8272095322608948,0.7270346879959106,0.7738938331604004,0.9857569497248256,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
90,0.9699110984802246,0.4758033156394958,0.768845796585083,0.5552292466163635,0.6448058485984802,0.9488817950492846,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:12,12,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:12,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
1,0.9827222228050232,0.6310794949531555,0.8597285151481628,0.7035176157951355,0.7738181948661804,0.9822783308623626,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
101,0.9730333089828492,0.5827028751373291,0.661784827709198,0.8298236727714539,0.7363389730453491,0.9743715691781768,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
104,0.9830889105796814,0.583698034286499,0.7854251265525818,0.6944354176521301,0.7371329665184021,0.98185689777117,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
116,0.972777783870697,0.577002763748169,0.6381515860557556,0.8575827479362488,0.7317714095115662,0.9832850574607204,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
118,0.965666651725769,0.3181818127632141,0.8945409655570984,0.3305822908878326,0.4827586114406585,0.971234247173244,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
17,0.9779222011566162,0.6189836859703064,0.7800869941711426,0.7498257756233215,0.7646571397781372,0.9812768618196548,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
20,0.9737111330032348,0.6776566505432129,0.8390688300132751,0.7788913249969482,0.8078609704971313,0.985419510783266,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
21,0.98089998960495,0.6743084788322449,0.7616092562675476,0.8547070026397705,0.80547696352005,0.9936077011837556,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
31,0.9829888939857484,0.6330296993255615,0.7895365953445435,0.7615340352058411,0.7752825617790222,0.9923245704357972,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
33,0.9858222007751464,0.6874846816062927,0.7711538672447205,0.8636922836303711,0.8148040771484375,0.9955105244956772,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
34,0.9799888730049132,0.572716474533081,0.6454545259475708,0.8355832695960999,0.728314995765686,0.9914617615520116,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
39,0.9518444538116456,0.3892333805561065,0.4294154345989227,0.8061879873275757,0.5603570938110352,0.9723919645403962,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
54,0.9846888780593872,0.6174347400665283,0.7687521576881409,0.7582679986953735,0.7634741067886353,0.9924809914445224,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
59,0.973800003528595,0.5725163221359253,0.858385443687439,0.6322322487831116,0.7281531095504761,0.9853507398345936,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
64,0.972611129283905,0.5670881867408752,0.8176753520965576,0.6491757035255432,0.7237476110458374,0.97936377459073,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
65,0.9764222502708436,0.6044734120368958,0.8371192812919617,0.6850443482398987,0.7534851431846619,0.9886914020827448,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
74,0.966088891029358,0.6112101674079895,0.6939542889595032,0.8367631435394287,0.7586970329284668,0.9736101128544634,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
8,0.9677777886390686,0.4247173070907593,0.7177338004112244,0.5098832845687866,0.5962127447128296,0.958698237137442,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
85,0.9713000059127808,0.6129177212715149,0.8812755942344666,0.6680822968482971,0.7600111365318298,0.9825354215977984,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
9,0.977744460105896,0.6072549223899841,0.8569452166557312,0.6757582426071167,0.755642294883728,0.9599168176782484,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
90,0.9709888696670532,0.4830726683139801,0.7963446378707886,0.5511633157730103,0.6514484286308289,0.9628762757272212,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:14,14,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:14,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
1,0.9826555848121644,0.6116915345191956,0.9114158749580384,0.6503570675849915,0.7590677738189697,0.98504824500794,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
101,0.9797222018241882,0.6291404366493225,0.7871853709220886,0.7580803036689758,0.7723587155342102,0.977435542923072,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
104,0.9812889099121094,0.5702985525131226,0.7254137992858887,0.7273023128509521,0.7263568639755249,0.9911653692565952,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
116,0.9680666923522948,0.5368251204490662,0.5907076001167297,0.8547600507736206,0.6986157894134521,0.986702171404115,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
118,0.9671888947486876,0.3633031547069549,0.8592554926872253,0.3862906992435455,0.5329748392105103,0.9606807354510668,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
17,0.9642778038978576,0.2877713739871979,0.8614058494567871,0.3017421662807464,0.4469293057918548,0.9503945013644328,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
20,0.9748888611793518,0.7008207440376282,0.8192510008811951,0.8290009498596191,0.8240971565246582,0.9903113545024144,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
21,0.9822111129760742,0.6839715838432312,0.7934508919715881,0.8321325778961182,0.81233149766922,0.9943701253857692,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
31,0.9824777841567992,0.6515687108039856,0.7359620928764343,0.850346028804779,0.7890300750732422,0.9942728932782484,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
33,0.983477771282196,0.605151355266571,0.8153846263885498,0.7012307643890381,0.7540115714073181,0.9920785032143647,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
34,0.98416668176651,0.6049348711967468,0.752413809299469,0.7552786469459534,0.7538434863090515,0.99286250798233,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
39,0.9542333483695984,0.3917602002620697,0.4422403872013092,0.7743724584579468,0.5629708170890808,0.9706853792653496,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
54,0.983222246170044,0.570045530796051,0.7756683230400085,0.6825775504112244,0.7261515855789185,0.9919212295568796,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
59,0.969511091709137,0.4895833432674408,0.8735479712486267,0.5269269347190857,0.6573426723480225,0.9649315228998776,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
64,0.9739888906478882,0.5932232737541199,0.8138259649276733,0.6863691210746765,0.7446831464767456,0.9849694678411052,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
65,0.97362220287323,0.5522444248199463,0.8375285863876343,0.6185044646263123,0.7115431427955627,0.9875126175140316,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
74,0.9603777527809144,0.5853970646858215,0.6371804475784302,0.8780955672264099,0.7384863495826721,0.9831152841686048,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
8,0.9609000086784364,0.2138069719076156,0.775526762008667,0.2279114127159118,0.3522915542125702,0.8853314350383799,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
85,0.9719222187995912,0.6437332630157471,0.8246342539787292,0.7458347082138062,0.7832575440406799,0.9847511519332316,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
9,0.9796110987663268,0.6360571384429932,0.8747954368591309,0.6997599601745605,0.7775487899780273,0.9821920166162226,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
90,0.9707111120224,0.4905295670032501,0.7726027369499207,0.5733001828193665,0.6581950187683105,0.9751595108847168,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:16,16,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:16,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
1,0.982788860797882,0.6707057952880859,0.7736635804176331,0.8344353437423706,0.8029011487960815,0.988510607397947,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
101,0.9720110893249512,0.6031820774078369,0.6284260749816895,0.9375612139701844,0.7524811029434204,0.9938616344465832,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
104,0.9836778044700624,0.6210010051727295,0.7498442530632019,0.7832736968994141,0.7661945223808289,0.992876928039881,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
116,0.9615888595581056,0.5188587307929993,0.5313568711280823,0.9566333293914796,0.6832218170166016,0.9894952647122768,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
118,0.970811128616333,0.5246109366416931,0.7135121822357178,0.6646034121513367,0.6881899237632751,0.9637667222743111,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
17,0.974477767944336,0.5437028408050537,0.7896710634231567,0.6357723474502563,0.7044138312339783,0.9735182977145468,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
20,0.9743221998214722,0.7130618095397949,0.7749291658401489,0.8993110060691833,0.8324998021125793,0.9921898479681784,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
21,0.979966640472412,0.6683833003044128,0.7405747175216675,0.8727185130119324,0.8012347221374512,0.9939969814988876,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
31,0.9736111164093018,0.5604293942451477,0.6101148724555969,0.8731257319450378,0.71830153465271,0.9908542011326515,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
33,0.9857222437858582,0.6845077276229858,0.7720853090286255,0.8578461408615112,0.8127095103263855,0.9954207102637996,resnet50_unet_weights_id:FromScratch_run:5_rep:1_ns:18,18,5,1,resnet50_unet | lr:1e-3 | weights_id:FromScratch | n_samples:18,resnet50_unet,UNet50,scratch,multi_train_scratch_dca1_unet50_lr_e-3_ignore_class_weights,False,
