image,Accuracy,IoU,Precision,Recall,Dice,AUC,run_name,num_samples,run,rep,wandb_group,model_class,model_type,stage,experiment,is_mock,weights
12_test,0.9404626488685608,0.5854315161705017,0.8201259970664978,0.6716742515563965,0.7385137677192688,0.9445255175175072,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
19_test,0.92667156457901,0.5627753138542175,0.6658806800842285,0.7842291593551636,0.7202255129814148,0.9519197671550366,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
20_test,0.9431486129760742,0.5678393840789795,0.7499448657035828,0.7004615664482117,0.7243590950965881,0.9555849640583124,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
14_test,0.9424008727073668,0.6007182002067566,0.7668678164482117,0.7349329590797424,0.7505608201026917,0.9468881740932076,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
05_test,0.937420129776001,0.5903694033622742,0.8408467173576355,0.6646384596824646,0.742430567741394,0.937603000323698,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
08_test,0.924545407295227,0.5165685415267944,0.7262366414070129,0.6414821147918701,0.6812333464622498,0.9316159014084212,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
06_test,0.9321051836013794,0.5685836672782898,0.8462689518928528,0.6340757012367249,0.7249643802642822,0.9277953238634736,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
15_test,0.926101803779602,0.5352104902267456,0.6067352294921875,0.8194985389709473,0.6972470283508301,0.9525991011871324,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
02_test,0.943017601966858,0.6729479432106018,0.8276932835578918,0.782581627368927,0.8045055270195007,0.9563626627995836,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
16_test,0.9267130494117736,0.5444692969322205,0.7446053624153137,0.6694974899291992,0.7050568461418152,0.9352072154089248,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
17_test,0.9314559698104858,0.5152776837348938,0.8009245991706848,0.5909662246704102,0.6801099181175232,0.9295284958234588,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
04_test,0.9360567927360536,0.6140974164009094,0.7586737871170044,0.7631743550300598,0.7609174251556396,0.9396291122464664,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
18_test,0.93502539396286,0.5561923980712891,0.7208027243614197,0.7089198231697083,0.7148118615150452,0.9452995038601488,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:6,6,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:6,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
03_test,0.9323031902313232,0.5915809273719788,0.83013916015625,0.6730523705482483,0.7433878183364868,0.9407055440636676,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
11_test,0.9324361085891724,0.5918432474136353,0.7318424582481384,0.7557308673858643,0.7435948848724365,0.9314876211373668,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
01_test,0.9282101392745972,0.605428159236908,0.6841230988502502,0.8403372764587402,0.7542264461517334,0.9628129388834044,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
09_test,0.943670392036438,0.5881030559539795,0.8064658045768738,0.6847419738769531,0.740635871887207,0.9448013682684184,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
07_test,0.9323992729187012,0.5923669934272766,0.746055543422699,0.7419718503952026,0.7440081238746643,0.9360608924074548,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
10_test,0.938789963722229,0.5948935747146606,0.7395316958427429,0.75257807970047,0.7459978461265564,0.9432322890100148,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
13_test,0.9361274838447572,0.6165153384208679,0.8055239319801331,0.7243271470069885,0.7627708315849304,0.941969153095152,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
12_test,0.9427648782730104,0.6233011484146118,0.7796505689620972,0.7565812468528748,0.7679427266120911,0.955081272362743,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
19_test,0.9328636527061462,0.595173716545105,0.6845396161079407,0.8201118111610413,0.7462180256843567,0.9546842288688712,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
20_test,0.942854106426239,0.5942707061767578,0.7099083065986633,0.784866452217102,0.7455079555511475,0.9636524015743092,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
14_test,0.93801748752594,0.6057397127151489,0.7078725695610046,0.807630181312561,0.7544681429862976,0.9565701135566328,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
05_test,0.942945122718811,0.6335815191268921,0.8313779234886169,0.7270050048828125,0.7756962776184082,0.9435129002528316,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
08_test,0.9330471158027648,0.5667375326156616,0.7522498369216919,0.6967962980270386,0.7234619855880737,0.9415566861716604,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
06_test,0.938755750656128,0.61296147108078,0.8500000238418579,0.6873072981834412,0.7600447535514832,0.9399993660575232,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
15_test,0.930917263031006,0.5627157092094421,0.6214836835861206,0.856132447719574,0.7201766967773438,0.9601054775439868,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
02_test,0.9413027167320251,0.6836585402488708,0.7802432179450989,0.8466921448707581,0.8121107220649719,0.9626119984062178,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
16_test,0.9289836287498474,0.5677395462989807,0.7360249757766724,0.7128998637199402,0.7242778539657593,0.9433961904200534,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
17_test,0.9348913431167604,0.5667275786399841,0.7594552040100098,0.690711259841919,0.7234538793563843,0.9387896615215964,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
04_test,0.9407145977020264,0.6344522833824158,0.7810092568397522,0.7717430591583252,0.7763485312461853,0.9443583786941848,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
18_test,0.9371650218963624,0.5801678895950317,0.7138625979423523,0.7559669613838196,0.7343116998672485,0.9536831964807324,resnet18_unet_weights_id:FromScratch_run:3_rep:2_ns:8,8,3,2,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:8,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
03_test,0.9069849848747252,0.5628474354743958,0.6409569382667542,0.8220215439796448,0.7202845811843872,0.9423273762836128,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
11_test,0.9319576621055604,0.5850132703781128,0.7364518642425537,0.739918053150177,0.7381808757781982,0.9330825678959328,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
01_test,0.9279025793075562,0.5950080156326294,0.6929356455802917,0.8080715537071228,0.7460877895355225,0.9585231476073974,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
09_test,0.9401519894599916,0.5323494076728821,0.8662384748458862,0.5800299048423767,0.6948146224021912,0.9345033235113988,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
07_test,0.9234698414802552,0.5567314624786377,0.7048441171646118,0.7259819507598877,0.7152568697929382,0.928475389551852,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
10_test,0.9336037039756776,0.5803492069244385,0.7030649781227112,0.7687831521034241,0.7344568967819214,0.9400910182051534,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
13_test,0.9356043934822084,0.6007304191589355,0.8323389291763306,0.6834304928779602,0.7505703568458557,0.939854776778281,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
12_test,0.9412534832954408,0.6025267243385315,0.797395646572113,0.7114425897598267,0.7519708871841431,0.9510524492077864,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
19_test,0.9046871662139891,0.5213559865951538,0.5685693621635437,0.8626082539558411,0.6853833198547363,0.950829306325474,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
20_test,0.9439265727996826,0.5781224370002747,0.7452259063720703,0.7205324769020081,0.7326712012290955,0.9610056487960922,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
14_test,0.9388410449028016,0.5968184471130371,0.7282732725143433,0.7677894234657288,0.7475094795227051,0.9515568925910258,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
05_test,0.9364758729934692,0.6000773906707764,0.804649293422699,0.7024078965187073,0.750060498714447,0.9379777604669426,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
08_test,0.921570897102356,0.5052095055580139,0.7092918157577515,0.6371375322341919,0.6712812781333923,0.9290987770668117,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
06_test,0.9357579350471495,0.6017494201660156,0.827822744846344,0.687836766242981,0.7513652443885803,0.9337980116437576,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
15_test,0.8693984746932983,0.4132685363292694,0.4365009665489197,0.8859054446220398,0.5848407745361328,0.9452730347819996,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
02_test,0.9429287314414978,0.6708601117134094,0.8314967155456543,0.7764137387275696,0.8030117154121399,0.9540844139676338,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
16_test,0.9297961592674256,0.5549956560134888,0.7648277282714844,0.6691954135894775,0.7138227820396423,0.9415597300204815,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
17_test,0.934373378753662,0.537256121635437,0.8044403195381165,0.6179670095443726,0.6989806294441223,0.9292532639638996,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
04_test,0.9388207197189332,0.6188194751739502,0.7852081060409546,0.7449164390563965,0.7645317912101746,0.93997457708647,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
18_test,0.9386500120162964,0.5661197900772095,0.7510305047035217,0.6969094276428223,0.722958505153656,0.9489864019235592,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:1,1,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:1,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
03_test,0.9341461062431335,0.597601592540741,0.8448203206062317,0.6712886691093445,0.7481234073638916,0.9443284424290156,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
11_test,0.9262688159942628,0.5776889324188232,0.6917033195495605,0.7780110239982605,0.7323229908943176,0.9373732286736528,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
01_test,0.9209411144256592,0.5843915343284607,0.6527360081672668,0.8480552434921265,0.7376857399940491,0.9614115231616912,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
09_test,0.9427962899208068,0.5861378312110901,0.7959949970245361,0.6897531747817993,0.7390755414962769,0.94366994389384,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
07_test,0.9306862950325012,0.5964454412460327,0.722440779209137,0.7737526297569275,0.7472168207168579,0.941098893406782,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
10_test,0.9385568499565125,0.5938000082969666,0.7383741736412048,0.7520256042480469,0.7451373934745789,0.9451614878371398,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
13_test,0.9322549700737,0.6097733974456787,0.7687863111495972,0.746713399887085,0.7575891017913818,0.944735144745338,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
12_test,0.9413809180259703,0.6213746666908264,0.764418363571167,0.7685503959655762,0.7664787769317627,0.95705918397579,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
19_test,0.928421914577484,0.5786585211753845,0.6649709939956665,0.8167866468429565,0.7331015467643738,0.955295771153807,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
20_test,0.935843825340271,0.5733243823051453,0.6635093688964844,0.8083580732345581,0.7288063168525696,0.963248842797028,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
14_test,0.935697376728058,0.5980793833732605,0.694574773311615,0.8114978671073914,0.748497724533081,0.9555693155581696,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
05_test,0.9389967918395996,0.6255459189414978,0.7892516851425171,0.7509871125221252,0.7696440815925598,0.9443341725893676,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
08_test,0.9339749813079834,0.5860264301300049,0.7343984246253967,0.7436332106590271,0.7389869689941406,0.945851522197885,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
06_test,0.9332568645477296,0.607090175151825,0.7820072770118713,0.7307584285736084,0.7555147409439087,0.93551857883857,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
15_test,0.9440266489982604,0.597278892993927,0.7025306820869446,0.7994663715362549,0.7478705048561096,0.9612501778227852,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
02_test,0.9391657710075378,0.6779860258102417,0.7661440372467041,0.8549061417579651,0.8080949783325195,0.9641355235233277,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
16_test,0.9274728298187256,0.5702165365219116,0.7173492908477783,0.7354570031166077,0.7262903451919556,0.9475338176766752,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
17_test,0.93448406457901,0.5659480690956116,0.755520761013031,0.6928297281265259,0.7228184342384338,0.938585497179525,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
04_test,0.9413824677467346,0.638315737247467,0.7826014757156372,0.7758955955505371,0.7792341113090515,0.946129546238057,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
18_test,0.935460329055786,0.5784308314323425,0.6984544992446899,0.770960807800293,0.7329187989234924,0.956195432065512,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:10,10,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:10,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
03_test,0.93632572889328,0.6138885021209717,0.8404251337051392,0.6948853731155396,0.7607570290565491,0.9502410697661212,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:12,12,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:12,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
11_test,0.9349952340126038,0.6053879857063293,0.7396952509880066,0.7692750692367554,0.7541952133178711,0.9436033523664286,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:12,12,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:12,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
01_test,0.93159282207489,0.617889404296875,0.6976417303085327,0.8438732624053955,0.763821542263031,0.9680072148272094,resnet18_unet_weights_id:FromScratch_run:3_rep:3_ns:12,12,3,3,resnet18_unet | lr:1e-2 | weights_id:FromScratch | n_samples:12,resnet18_unet,UNet18,scratch,multi_train_scratch_drive_unet18_lr_e-2_ignore_class_weights,False,
