run_name,num_samples,run,rep,wandb_group,model_class,Accuracy,IoU,Precision,Recall,Dice,AUC,model_type,stage,experiment,is_mock,weights
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:1,1,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:1,resnet18_unet,0.9706508628527324,0.676029490629832,0.9104855672518412,0.7296491984526317,0.802652104695638,0.9674298953514944,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:10,10,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:10,resnet18_unet,0.9794660631815592,0.7796781889597575,0.8756658426920573,0.8789429871241251,0.8753595852851868,0.9933922611269476,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:12,12,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:12,resnet18_unet,0.9796569395065308,0.7757907271385193,0.9116405359903972,0.8398395625750223,0.8728763500849406,0.9926055800222532,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:14,14,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:14,resnet18_unet,0.979463872909546,0.7764599601427714,0.9012966426213582,0.8491467785835266,0.8732356150945028,0.9919124608944966,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:16,16,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:16,resnet18_unet,0.977076723575592,0.755927103360494,0.8846912264823914,0.8387748217582702,0.8599555524190267,0.9916634157992992,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:18,18,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:18,resnet18_unet,0.9793484131495158,0.7759233260154724,0.8897718858718872,0.8590789635976156,0.8730783923467,0.9933055555449976,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:2,2,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:2,resnet18_unet,0.975183022816976,0.7357852498690287,0.8682214546203614,0.8342282048861186,0.8462524151802063,0.9858973582212956,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:20,20,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:20,resnet18_unet,0.9774067751566567,0.7600035484631856,0.8809372472763062,0.8468485085169474,0.8624979464213053,0.991784172025834,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:4,4,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:4,resnet18_unet,0.9765305304527284,0.7440683388710022,0.8853364070256551,0.8279833030700684,0.8523236751556397,0.9885585019759908,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:6,6,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:6,resnet18_unet,0.978519115447998,0.7683970236778259,0.8840374867121379,0.8563740428288777,0.8680557775497436,0.9903379065573404,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:1_ns:8,8,1,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:8,resnet18_unet,0.9785281372070312,0.769124292532603,0.8794371740023295,0.8621835454305014,0.8684212899208069,0.9914249645727504,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:1,1,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:1,resnet18_unet,0.9664123209317526,0.6251996747652689,0.9219762484232584,0.6667015167077383,0.7604546626408895,0.9525655743776378,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:10,10,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:10,resnet18_unet,0.9796926498413084,0.7795938730239869,0.8867658956845601,0.8681834475199381,0.8753364070256551,0.9936712574401872,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:12,12,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:12,resnet18_unet,0.9800550762812296,0.7797968633969625,0.9130043617884318,0.8432931900024414,0.8754614774386088,0.9927356493859848,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:14,14,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:14,resnet18_unet,0.979404915968577,0.7757431983947753,0.9008739932378134,0.8496193234125773,0.8726449060440064,0.992091096240532,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:16,16,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:16,resnet18_unet,0.9790452917416892,0.7727745048205058,0.8956295617421468,0.8507412147521972,0.8709314735730489,0.9930263961808043,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:18,18,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:18,resnet18_unet,0.9794612836837768,0.7771149945259094,0.888746079603831,0.8614679622650147,0.8738323020935058,0.9930094499136352,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:2,2,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:2,resnet18_unet,0.9749350341161092,0.7339040509859721,0.8681271354357402,0.8307143600781759,0.8448243387540182,0.98472093715295,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:20,20,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:20,resnet18_unet,0.9786778624852498,0.769764617284139,0.8895511563618977,0.851543148358663,0.8689909100532531,0.9922626478095892,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:4,4,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:4,resnet18_unet,0.9766034770011902,0.7422095346450805,0.8961064187685649,0.8146725304921468,0.8511620346705119,0.9872545614459124,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:6,6,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:6,resnet18_unet,0.9782053645451864,0.7669889330863953,0.8809498874346415,0.8583308331171672,0.8668305548032125,0.9906627618204136,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:2_ns:8,8,1,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:8,resnet18_unet,0.9783707451820374,0.7675072662035625,0.8836732920010885,0.8558692940076192,0.8672889431317647,0.9918857723097584,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:1,1,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:1,resnet18_unet,0.9706563981374104,0.6770503890514373,0.9060697126388548,0.7326577687263489,0.8031539495786031,0.9624456254722806,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:10,10,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:10,resnet18_unet,0.979636127948761,0.7801895173390706,0.8794525074958801,0.8763838497797648,0.8757482465108236,0.993709201786283,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:12,12,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:12,resnet18_unet,0.9802746884028116,0.783403545220693,0.9031114848454792,0.8560058840115865,0.8778471597035726,0.993457110541332,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:14,14,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:14,resnet18_unet,0.9800476002693176,0.7815023080507915,0.904553161462148,0.8523855153719584,0.8764358043670655,0.99282528766213,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:16,16,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:16,resnet18_unet,0.9779653445879618,0.7621498505274454,0.8936321711540223,0.8390153725941976,0.8639507699012756,0.992247886035707,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:18,18,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:18,resnet18_unet,0.9788768688837688,0.7717185155550639,0.8898977367083232,0.8536599238713583,0.8703230086962382,0.9933060049200404,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:2,2,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:2,resnet18_unet,0.9745930671691896,0.7306520195802053,0.8683860703309377,0.8258670814832052,0.8428659009933471,0.9850195112159124,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:20,20,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:20,resnet18_unet,0.978115684191386,0.7651353899637858,0.8857932662963868,0.8491897018750508,0.8660224032402039,0.9921764944178112,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:4,4,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:4,resnet18_unet,0.9766728075345358,0.7420200912157694,0.9001732015609741,0.8118558152516683,0.8509170961380005,0.988132083465302,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:6,6,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:6,resnet18_unet,0.9781115436553957,0.7655039326349894,0.878792671362559,0.8575292078653971,0.8660859330495199,0.990213473366649,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:1_rep:3_ns:8,8,1,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:8,resnet18_unet,0.9782117692629496,0.7660791134834289,0.8829386440912882,0.8544610357284546,0.8664441275596618,0.9914235937734646,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:1,1,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:1,resnet18_unet,0.9688904269536336,0.6936425820986429,0.787092301050822,0.8678298425674439,0.8169186941782633,0.9870044260081476,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:10,10,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:10,resnet18_unet,0.9802837419509888,0.7844493794441223,0.9019924227396648,0.8579734857877096,0.8784063680966695,0.993516542354747,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:12,12,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:12,resnet18_unet,0.9788937966028848,0.7743349758783976,0.8799230360984802,0.8665878780682882,0.8720351513226827,0.9931149019878746,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:14,14,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:14,resnet18_unet,0.979706183274587,0.7786694375673929,0.9029311982790628,0.850527576605479,0.8746593395868937,0.991763422315393,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:16,16,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:16,resnet18_unet,0.979071879386902,0.7729783384005229,0.8968729241689046,0.849462803999583,0.8709912252426147,0.9919987255592082,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:18,18,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:18,resnet18_unet,0.9794131135940553,0.7746062183380127,0.902938707669576,0.8463150548934937,0.8721001760164897,0.9933222304084594,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:2,2,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:2,resnet18_unet,0.9627543195088704,0.5792120695114136,0.951454222202301,0.60312597711881,0.720549674431483,0.9068916203857734,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:20,20,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:20,resnet18_unet,0.9787067540486654,0.7708197585741678,0.8920445108413696,0.8501553972562154,0.8696309733390808,0.9925802315750948,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:4,4,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:4,resnet18_unet,0.9778165404001872,0.7601879032452902,0.879607826868693,0.8505367755889892,0.8626019557317098,0.9894037740201692,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:6,6,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:6,resnet18_unet,0.9774094653129578,0.7590369645754497,0.8675781067212422,0.8623016428947449,0.8620635112126668,0.9902904996193012,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:1_ns:8,8,2,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:8,resnet18_unet,0.978098698457082,0.7588842376073202,0.9039449779192608,0.8281881388028463,0.8619342303276062,0.9890037493665624,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:1,1,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:1,resnet18_unet,0.9709023070335387,0.7049798238277435,0.8057663011550903,0.8611107007662455,0.8255024409294128,0.98655821328558,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:10,10,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:10,resnet18_unet,0.9799495816230774,0.7809352318445841,0.9025536481539408,0.8531283171971639,0.8762019395828247,0.9933166813800102,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:12,12,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:12,resnet18_unet,0.9791915424664815,0.77734836657842,0.8809267433484396,0.8696899088223775,0.8738951770464579,0.993068861780212,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:14,14,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:14,resnet18_unet,0.9797066919008892,0.7782184521357218,0.9040798703829448,0.8489268191655477,0.8744279940923055,0.9920979843754422,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:16,16,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:16,resnet18_unet,0.9799345445632934,0.7813411156336466,0.9028521807988484,0.8543350569407145,0.8763373525937398,0.9929377873754068,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:18,18,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:18,resnet18_unet,0.9800969552993776,0.7818746185302734,0.9002621706326802,0.8577285933494568,0.8768119978904724,0.993956418295982,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:2,2,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:2,resnet18_unet,0.9654493387540182,0.6105331699053447,0.9447679583231609,0.6366008496284485,0.749558793703715,0.9411623751842446,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:20,20,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:20,resnet18_unet,0.9802106308937072,0.7829421250025431,0.9030314215024312,0.8558859952290853,0.8775023539861043,0.9932702842099824,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:4,4,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:4,resnet18_unet,0.9771979753176372,0.7533479158083598,0.883170637289683,0.8401096399625142,0.8579078006744385,0.9875368208270572,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:6,6,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:6,resnet18_unet,0.9779941018422444,0.7661968636512756,0.865100777943929,0.8727583837509155,0.8666594362258911,0.9910309275754536,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:2_ns:8,8,2,2,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:8,resnet18_unet,0.9771312594413756,0.7500054788589477,0.8967603349685669,0.824144504070282,0.8559443179766337,0.9872064442506552,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:1,1,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:1,resnet18_unet,0.9680781531333924,0.6872895328203837,0.7821102170149485,0.8641929093996684,0.8122266697883606,0.9875499792134794,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:10,10,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:10,resnet18_unet,0.979816571076711,0.7793639103571574,0.903669011592865,0.8511511460940043,0.8749565052986145,0.9929046423375192,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:12,12,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:12,resnet18_unet,0.9793277923266092,0.7757913303375245,0.8917342996597291,0.8571264743804932,0.8730258250236511,0.9927206058081866,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:14,14,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:14,resnet18_unet,0.9796454405784608,0.7773208133379619,0.9046334187189738,0.8476383026440938,0.8738121000925699,0.9920249197104494,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:16,16,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:16,resnet18_unet,0.9795573369661968,0.7776754053433736,0.8988710602124532,0.8531551686922709,0.8740399527549744,0.9921131924959712,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:18,18,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:18,resnet18_unet,0.9803023409843444,0.784474929968516,0.8985424939791361,0.8623621312777201,0.8783810838063558,0.9939633157790392,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:2,2,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:2,resnet18_unet,0.9590415263175964,0.5338969648877779,0.9537484780947368,0.5544953557848931,0.6717704006036123,0.9266758964632202,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:20,20,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:20,resnet18_unet,0.9794126256306966,0.7753603633244832,0.9010700297355652,0.848320206006368,0.8726129420598348,0.992580838521912,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:4,4,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:4,resnet18_unet,0.9760505986213684,0.7459858087698619,0.8608473567167918,0.8535390734672547,0.8530206513404847,0.988837355060358,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:6,6,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:6,resnet18_unet,0.9779095427195232,0.7629476594924927,0.8727279106775919,0.8618526101112366,0.864622368812561,0.990490509636791,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:2_rep:3_ns:8,8,2,3,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:8,resnet18_unet,0.9779060419400532,0.758272381623586,0.8970533855756124,0.8334769543011983,0.8615811562538147,0.9889174200426154,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:1,1,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:1,resnet18_unet,0.966526701450348,0.6316445962587992,0.844445354938507,0.721225152015686,0.7695513010025025,0.9734709842699364,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:10,10,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:10,resnet18_unet,0.9796611952781678,0.7769107484817505,0.9057456191380818,0.8467549713452657,0.8734723353385925,0.9929203828869934,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:12,12,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:12,resnet18_unet,0.9802702418963114,0.7841964896519978,0.8999476313591004,0.8596507287025452,0.8784098656972249,0.9934077838980256,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:14,14,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:14,resnet18_unet,0.9799699028333028,0.7828332034746806,0.8966993053754171,0.8610754156112671,0.877289601167043,0.9925074635854828,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:16,16,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:16,resnet18_unet,0.9797153600056966,0.7803654297192891,0.892618621190389,0.862502056757609,0.8758220211664836,0.9931759245502622,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:18,18,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:18,resnet18_unet,0.9795022368431092,0.775960872968038,0.9106140971183776,0.841402128537496,0.8727563579877218,0.9920945314605673,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:2,2,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:2,resnet18_unet,0.971488553682963,0.7063077402114868,0.8154418702920277,0.8475061710675558,0.8264377005894978,0.9873333687754018,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:20,20,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:20,resnet18_unet,0.97716717004776,0.7568975400924682,0.8813355660438538,0.8444434102376303,0.860347863038381,0.9917337466718676,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:4,4,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:4,resnet18_unet,0.976237735748291,0.7432386787732442,0.8918830831845601,0.8194491171836853,0.8514113672574362,0.9868796720951646,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:6,6,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:6,resnet18_unet,0.9782729999224344,0.7633907691637675,0.8894616413116455,0.8454178778330484,0.8649745313326518,0.9893058723379689,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
resnet18_unet_weights_id:FromScratch_run:3_rep:1_ns:8,8,3,1,resnet18_unet | lr:0.01 | weights_id:FromScratch | n_samples:8,resnet18_unet,0.9783745280901592,0.767581373055776,0.8881144984563192,0.850283145904541,0.8676905385653177,0.9895912799002826,UNet18,scratch,multi_train_scratch_octa2d_unet18_lr_e-2_ignore_class_weights,False,
