image,Accuracy,IoU,Precision,Recall,Dice,AUC
01_test,0.9024320840835571,0.49703624844551086,0.6051806807518005,0.7355501055717468,0.6640270352363586,0.9055888229374559
02_test,0.9173697233200073,0.5848622918128967,0.7028324604034424,0.7770068049430847,0.738060712814331,0.9224678394809551
03_test,0.8742285966873169,0.44174614548683167,0.5555967688560486,0.6831174492835999,0.6127932071685791,0.8561960014814958
04_test,0.9244827032089233,0.5468663573265076,0.7322506904602051,0.6835513710975647,0.7070634961128235,0.8968757243328098
05_test,0.9205113649368286,0.5381965637207031,0.7177663445472717,0.6826655268669128,0.6997760534286499,0.8861778670256693
06_test,0.9132919311523438,0.5252581238746643,0.6979309916496277,0.6798006296157837,0.6887465119361877,0.8870999218687576
07_test,0.9134467840194702,0.510823130607605,0.6699003577232361,0.6826565861701965,0.6762183308601379,0.8898785724740069
08_test,0.8929846286773682,0.43694376945495605,0.5633319020271301,0.6607325673103333,0.6081570982933044,0.8764786940025056
09_test,0.9102565050125122,0.45691120624542236,0.6123837828636169,0.6428197622299194,0.6272327303886414,0.8647159437194738
10_test,0.922325074672699,0.5285164713859558,0.6577391028404236,0.7290070652961731,0.6915417909622192,0.905460621220954
11_test,0.8939968347549438,0.4439173638820648,0.5811527967453003,0.6527613401412964,0.6148791909217834,0.8664536331013836
12_test,0.8862503170967102,0.437540739774704,0.5345010757446289,0.7069147229194641,0.6087350845336914,0.880792198176122
13_test,0.9083648324012756,0.525935173034668,0.6636251211166382,0.7171028256416321,0.6893283724784851,0.8980012898067916
14_test,0.8748129606246948,0.4176312983036041,0.48053085803985596,0.7613683342933655,0.589195966720581,0.8949125459503408
15_test,0.9346376657485962,0.46633872389793396,0.753932774066925,0.5500593185424805,0.6360586881637573,0.893514102747005
16_test,0.9222114086151123,0.5072060823440552,0.7477133870124817,0.6119297742843628,0.6730414032936096,0.8676914455043101
17_test,0.8926838636398315,0.4458186626434326,0.5510002374649048,0.7001903057098389,0.6167006492614746,0.8824269160896748
18_test,0.8964070677757263,0.46686413884162903,0.5331130027770996,0.7897796630859375,0.6365472078323364,0.9113461762458233
19_test,0.9276214838027954,0.554007887840271,0.6819440126419067,0.7470310926437378,0.7130052447319031,0.921880051445404
20_test,0.903275728225708,0.46140480041503906,0.5318344831466675,0.7769947052001953,0.631453812122345,0.9150144618304602
