statistic,Accuracy,IoU,Precision,Recall,Dice,AUC
mean,0.795594178494953,0.02866728858844865,0.03677102599647783,0.130748290302498,0.05516115261153096,0.4053696672682546
std,0.07896588699875481,0.018241581534389505,0.02205508225396589,0.09689835168798912,0.03408796455617057,0.07897694645003851
min,0.6561777591705322,0.004685212392359972,0.008054367266595364,0.011076496914029121,0.009326727129518986,0.2780360237814946
50%,0.7758333086967468,0.024142058566212654,0.033483169972896576,0.10854503512382507,0.047145918011665344,0.40240260037392894
max,0.9244666695594788,0.07149795442819595,0.07952837646007538,0.41454455256462097,0.13345420360565186,0.5941739557677433
