statistic,Accuracy,IoU,Precision,Recall,Dice,AUC
mean,0.8494789123535156,0.4974068753421307,0.7347806692123413,0.6179938457906247,0.6383053734898567,0.8829070920982351
std,0.11267606018686352,0.19665779183580553,0.24559211037387174,0.23007833037980377,0.2118213010308438,0.08426018614432063
min,0.4267425537109375,0.0,0.0,0.0,0.0,0.678208669782992
50%,0.8832855224609375,0.552082896232605,0.7965430915355682,0.6677015423774719,0.7114022374153137,0.8952233175744035
max,0.961395263671875,0.7488335371017456,0.9701266288757324,0.8613227009773254,0.8563805818557739,0.982512250072987
